Food_Item,Category,Calories,Protein,Carbs,Fat,Vegetarian,Vegan,Dosha_Vata,Dosha_Pitta,Dosha_Kapha,Food_Group,Fat_Adjusted
Herbal Tea (tulsi/ginger mild) (fermented (mild)) - 1667,Generic,137,5.0,11.6,2.7,Yes,No,decreases,neutral,neutral,Beverages,0.0
Momo (lightly spiced) - 1668,Jammu & Kashmir,89,1.0,40.2,6.2,Yes,No,neutral,increases,neutral,Others,
Mosambi (fermented (mild)),Madhya Pradesh,99,1.0,8.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Tungrymbai (mild) - 1670,Rajasthani,94,2.3,39.4,0.8,Yes,No,decreases,neutral,neutral,Others,
Pitha (steamed),Ladakh,142,2.7,39.9,0.1,Yes,No,neutral,neutral,neutral,Beverages,0.0
Pazham Pori (plain) - 1672,International,149,4.6,28.8,0.5,Yes,No,decreases,neutral,neutral,Others,
Avocado (fermented (mild)),Maharashtrian,151,2.9,26.6,0.5,Yes,Yes,decreases,decreases,increases,Others,
Plum (with vegetables) - 1674,Tamil Nadu,69,2.4,20.3,1.8,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Quinoa Salad (plain) - 1675,Gujarati,82,0.6,26.4,2.4,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Bebinca (steamed),International,103,5.6,31.0,0.0,Yes,No,decreases,decreases,increases,Beverages,0.0
Neer Dosa (plain),International,124,4.4,29.1,1.1,Yes,No,decreases,decreases,neutral,Grains,6.0
Bamboo Shoot Curry (steamed),Odia,159,2.5,13.2,4.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Persimmon (with vegetables) - 1679,Madhya Pradesh,81,2.3,28.7,0.0,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Aloo Posto (with jaggery (small)) - 1680,Jammu & Kashmir,169,6.3,24.9,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Naga Chutney (boiled),International,190,1.6,29.4,0.0,Yes,No,decreases,neutral,neutral,Condiments,2.0
Sprouted Moong (sprouted),Punjabi,150,5.4,28.2,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Appam with Stew (with vegetables) - 1683,Tamil Nadu,216,2.1,37.2,2.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sarson ka Saag (boiled) - 1684,International,112,3.8,28.4,0.0,Yes,No,decreases,neutral,neutral,Others,
Gustaba (lightly spiced),Andhra/Telangana,84,2.5,11.1,0.0,Yes,No,neutral,increases,neutral,Others,
Dates (plain),Madhya Pradesh,77,1.0,19.2,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Sprouted Moong (plain),Andhra/Telangana,183,6.9,10.3,1.2,Yes,Yes,decreases,decreases,neutral,Others,
Sol Kadhi (plain),Gujarati,151,2.0,33.7,2.4,Yes,No,neutral,neutral,neutral,Others,
Gya Thuk (mild),Odia,31,0.2,19.4,0.0,Yes,No,neutral,neutral,neutral,Others,
Manda Pitha (plain) - 1690,Madhya Pradesh,147,5.9,24.3,0.3,Yes,No,decreases,neutral,neutral,Others,
Mysore Masala Dosa (fermented (mild)),South Indian,195,4.1,41.0,2.4,Yes,No,decreases,decreases,neutral,Grains,6.0
Petha (thin),Lakshadweep,138,0.2,18.0,0.1,Yes,No,neutral,neutral,increases,Others,
Amritsari Kulcha (thin) - 1693,Rajasthani,80,6.9,35.0,4.7,Yes,No,neutral,neutral,neutral,Others,
Jolada Rotti (lightly spiced),Assamese,131,0.2,34.1,0.4,Yes,No,neutral,increases,neutral,Others,
Papaya (steamed) - 1695,International,98,0.5,26.1,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Rogan Josh (boiled) - 1696,North Indian,118,2.7,23.1,0.4,Yes,No,neutral,decreases,neutral,Others,
Miso Soup (lightly spiced),Rajasthani,148,3.3,8.8,2.6,Yes,No,neutral,increases,neutral,Others,
Miso Soup (mild),Andhra/Telangana,55,6.2,33.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Besan Masala Roti (lightly spiced),International,70,3.1,17.7,0.0,Yes,No,neutral,increases,neutral,Grains,1.5
Basundi (mild),International,86,5.5,23.8,0.4,Yes,No,decreases,decreases,increases,Others,
Bathua Raita (steamed),Kerala,86,5.7,9.5,0.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Dohneiiong (boiled),Rajasthani,93,3.0,5.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Gatte ki Sabzi (with vegetables),North Indian,133,7.9,25.2,2.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sandesh (thin),Assamese,151,3.9,43.9,0.3,Yes,No,neutral,neutral,neutral,Others,
Chhena Poda (mild),Generic,127,4.2,6.0,1.9,Yes,No,decreases,neutral,neutral,Others,
Gajar ka Halwa (thin),Karnataka,95,9.2,22.0,7.0,Yes,No,neutral,neutral,increases,Sweets/Desserts,10.0
Rogan Josh (boiled) - 1707,Tamil Nadu,122,0.7,17.4,2.8,Yes,No,neutral,neutral,neutral,Others,
Avocado (with jaggery (small)) - 1708,Karnataka,236,1.0,23.4,2.1,Yes,Yes,decreases,neutral,increases,Others,
Sprouted Moong (plain) - 1709,Goan,174,6.9,17.0,1.6,Yes,Yes,decreases,decreases,neutral,Others,
Plum (with vegetables) - 1710,International,121,1.6,30.3,0.9,Yes,Yes,neutral,neutral,neutral,Vegetables,0.5
Bhutte Ka Kees (boiled),Kerala,93,2.1,25.6,2.3,Yes,No,decreases,neutral,neutral,Others,
Coconut Chutney (lightly spiced),Ladakh,128,4.7,17.4,2.8,Yes,No,neutral,increases,neutral,Condiments,2.0
Churma (steamed),International,106,0.2,3.0,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Berry Mix (lightly spiced) - 1714,Jammu & Kashmir,87,0.1,18.9,1.8,Yes,Yes,decreases,neutral,neutral,Others,
Xacuti (plain) - 1715,Madhya Pradesh,149,2.5,22.0,1.6,Yes,No,decreases,decreases,neutral,Others,
Aloo Tikki (mild),South Indian,99,3.5,24.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Warm Turmeric Milk (small) (mild),Kerala,291,6.0,5.5,10.8,Yes,No,neutral,decreases,increases,Dairy Products,3.5
Dates (plain) - 1718,International,38,1.6,9.3,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Ghee (small serving) (sprouted) - 1719,Odia,109,9.1,16.3,20.9,Yes,No,neutral,neutral,increases,Dairy Products,81.0
Chhena Jhili (mild),Maharashtrian,124,0.2,26.5,2.4,Yes,No,decreases,neutral,neutral,Others,
Handvo (mild),International,111,4.9,15.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Gajar Methi ki Sabzi (steamed) - 1722,North Indian,86,4.7,40.0,0.5,Yes,No,neutral,neutral,neutral,Beverages,0.0
Kadala Curry (plain) - 1723,South Indian,115,4.1,41.7,1.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Sol Kadhi (plain) - 1724,Generic,106,0.5,40.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Haak (sprouted),Madhya Pradesh,88,1.1,42.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Litchi (steamed),International,79,1.7,24.2,0.7,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Pitha (lightly spiced),Andhra/Telangana,63,1.9,22.2,0.0,Yes,No,neutral,increases,neutral,Others,
Gongura Pachadi (mild),Andhra/Telangana,68,3.6,14.6,0.0,Yes,No,decreases,increases,neutral,Others,
Thalipeeth (fermented (mild)),Generic,153,4.9,3.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Rogan Josh (lightly spiced),Jammu & Kashmir,109,5.3,25.6,2.8,Yes,No,neutral,increases,neutral,Others,
Rasgulla (mild) - 1731,International,163,4.3,3.0,0.0,Yes,No,decreases,neutral,increases,Others,
Pazham Pori (thin),Lakshadweep,122,2.4,10.5,1.0,Yes,No,neutral,neutral,neutral,Others,
Momo (with vegetables) - 1733,North Indian,116,1.8,19.7,3.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Paturi (lightly spiced) - 1734,Rajasthani,144,1.7,32.1,2.4,Yes,No,neutral,increases,neutral,Others,
Axone (fermented soybean) (thin) - 1735,International,109,2.4,28.4,0.7,Yes,Yes,neutral,neutral,neutral,Legumes/Pulses,1.0
Masoor Dal (light) (plain) - 1736,Andhra/Telangana,108,6.9,36.1,1.1,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Kanji (rice porridge) (with jaggery (small)),Chhattisgarh,164,1.7,43.6,0.2,Yes,No,decreases,neutral,neutral,Grains,0.5
Guava (mild) - 1738,Ladakh,68,3.4,15.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Ladakhi Butter Tea (boiled),Kerala,135,1.7,28.2,0.0,Yes,No,neutral,decreases,increases,Dairy Products,81.0
Kadhi Pakora (plain) - 1740,Maharashtrian,136,4.5,21.0,2.5,Yes,No,neutral,neutral,neutral,Others,
Pork with Bamboo Shoot (plain),Ladakh,223,11.6,0.0,6.0,No,No,neutral,neutral,neutral,Others,
Khicede (lightly spiced),Chhattisgarh,53,2.6,15.4,0.0,Yes,No,neutral,increases,neutral,Others,
Pork with Bamboo Shoot (plain) - 1743,International,165,25.4,3.9,6.5,No,No,neutral,neutral,neutral,Others,
Naga Chutney (steamed),Jammu & Kashmir,163,5.2,7.1,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Custard Apple (mild) - 1745,Tamil Nadu,65,1.8,3.5,0.5,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Sattu Paratha (with jaggery (small)),International,161,1.1,30.3,0.0,Yes,No,neutral,neutral,neutral,Grains,8.0
Thalipeeth (fermented (mild)) - 1747,International,144,3.1,21.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Royyala Iguru (plain),International,54,4.6,31.4,0.0,Yes,No,decreases,neutral,neutral,Others,
Patra (steamed) - 1749,Rajasthani,143,1.0,36.4,0.4,Yes,No,neutral,neutral,neutral,Beverages,0.0
Sabudana Khichdi (with jaggery (small)) - 1750,International,203,6.2,39.1,0.8,Yes,No,decreases,neutral,neutral,Others,
Appam with Stew (steamed),International,121,3.6,44.5,0.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Pongal (mild),Bengali,141,1.7,38.0,0.0,Yes,No,decreases,decreases,neutral,Others,
Wheat Roti (boiled),International,30,2.7,27.5,0.0,Yes,No,decreases,neutral,neutral,Grains,1.5
Mangalore Buns (with vegetables),Madhya Pradesh,143,1.0,38.6,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Modur Pulao (thin),Kerala,84,5.1,11.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Modak (lightly spiced),Lakshadweep,153,10.9,13.9,11.4,Yes,No,neutral,increases,increases,Others,
Sarson da Saag with Makki di Roti (plain),Northeast,124,2.6,18.3,0.6,Yes,No,decreases,neutral,neutral,Grains,1.5
Aloo Paratha (boiled),International,168,0.7,26.7,1.7,Yes,No,decreases,decreases,neutral,Grains,8.0
Bebinca (thin),North Indian,132,4.0,33.0,0.0,Yes,No,neutral,neutral,increases,Others,
Thalipeeth (plain) - 1760,Punjabi,133,3.5,20.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Makhan Bada (boiled) - 1761,Gujarati,162,1.6,42.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Poita Bhat (steamed),Assamese,213,4.3,23.1,2.3,Yes,No,decreases,neutral,neutral,Beverages,0.0
Basundi (with vegetables) - 1763,International,75,15.9,19.5,15.0,Yes,No,neutral,neutral,increases,Vegetables,0.5
Prawn Balchão (fermented (mild)) - 1764,Ladakh,166,20.0,2.2,6.6,No,No,neutral,neutral,neutral,Others,
Custard Apple (with vegetables),Kerala,100,1.7,28.8,0.6,Yes,Yes,decreases,neutral,increases,Vegetables,0.5
Moong Dal (light) (thin) - 1766,Maharashtrian,207,8.4,30.1,1.4,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Chana Ghugni (lightly spiced) - 1767,Gujarati,76,6.1,19.5,1.2,Yes,No,neutral,increases,neutral,Legumes/Pulses,1.0
Apple (mild) - 1768,International,76,0.9,4.1,0.7,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Custard Apple (with jaggery (small)),Gujarati,181,1.7,30.5,0.0,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Aloo Pitika (with vegetables) - 1770,Goan,82,5.7,6.1,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Poached Chicken (boiled) - 1771,International,84,12.1,4.1,9.7,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Rogan Josh (plain) - 1772,International,76,1.1,27.7,0.8,Yes,No,neutral,decreases,neutral,Others,
Bajra Khichdi (with jaggery (small)),International,227,1.4,44.6,0.8,Yes,No,decreases,neutral,neutral,Others,
Simple Grilled Fish (with vegetables) - 1774,International,212,11.3,5.0,7.6,No,No,neutral,increases,neutral,Non-Veg Protein,6.0
Mawa Bati (plain) - 1775,Rajasthani,149,3.7,24.6,0.5,Yes,No,decreases,neutral,neutral,Others,
Machha Tarkari (lightly spiced),Bengali,76,2.6,28.7,0.5,Yes,No,neutral,increases,neutral,Others,
Filter Coffee (plain),Gujarati,113,7.0,26.3,3.4,Yes,No,decreases,neutral,neutral,Beverages,0.0
Pani Puri (mild) - 1778,International,101,5.2,20.8,5.2,Yes,No,neutral,neutral,neutral,Others,
Malabar Parotta (steamed) - 1779,International,103,3.8,24.4,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Kanji (rice porridge) (with jaggery (small)) - 1780,Gujarati,165,1.0,32.8,0.9,Yes,No,decreases,neutral,neutral,Grains,0.5
Coconut Chutney (thin) - 1781,Maharashtrian,148,2.7,37.2,1.0,Yes,No,neutral,increases,neutral,Condiments,2.0
Dhokla (boiled),Ladakh,145,3.8,44.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Quinoa Salad (mild) - 1783,Ladakh,166,0.2,31.9,0.5,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Bathua Raita (fermented (mild)),Lakshadweep,77,2.3,17.1,1.3,Yes,No,decreases,neutral,neutral,Others,
Jackfruit (thin) - 1785,Madhya Pradesh,90,0.4,12.4,0.5,Yes,Yes,neutral,decreases,increases,Fruits,0.3
Masor Tenga (mild) - 1786,Madhya Pradesh,172,0.2,25.3,0.2,Yes,No,neutral,increases,neutral,Others,
Kanika (with jaggery (small)) - 1787,South Indian,115,0.2,25.6,2.6,Yes,No,neutral,neutral,neutral,Others,
Mishti Doi (with vegetables),South Indian,87,3.7,47.3,3.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Dal Bafla (sprouted),Rajasthani,199,7.4,22.7,1.6,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Dalma (thin) - 1790,Jammu & Kashmir,120,4.7,23.2,1.7,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Sol Kadhi (mild),Karnataka,149,4.2,38.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Butter Chicken (sprouted) - 1792,Andhra/Telangana,190,21.0,0.0,8.9,No,No,neutral,neutral,increases,Dairy Products,81.0
Tofu (light) (with vegetables) - 1793,International,129,1.8,33.2,2.1,Yes,Yes,neutral,neutral,neutral,Vegetables,0.5
Dum Aloo (plain),International,117,5.5,33.0,2.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pongal (steamed),Karnataka,49,3.7,32.8,0.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Thepla (plain),Punjabi,122,4.6,53.2,0.0,Yes,No,decreases,decreases,neutral,Others,
Puran Poli (with vegetables),Jammu & Kashmir,148,3.8,36.2,0.1,Yes,No,neutral,neutral,increases,Vegetables,0.5
Makhan Bada (mild),Punjabi,110,8.5,19.1,3.9,Yes,No,decreases,neutral,neutral,Others,
Litchi (thin) - 1799,International,61,0.1,15.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Watermelon (lightly spiced) - 1800,Odia,68,1.6,12.2,0.0,Yes,Yes,decreases,neutral,neutral,Others,
Chhena Poda (sprouted) - 1801,International,58,5.0,27.8,2.5,Yes,No,neutral,neutral,neutral,Others,
Khichdi (vegetable) (thin),Lakshadweep,143,2.8,30.2,1.5,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Roasted Makhana (light) (plain),Kerala,154,3.6,32.7,0.1,Yes,No,neutral,neutral,neutral,Others,
Tofu (light) (fermented (mild)) - 1804,International,161,0.2,31.3,1.2,Yes,Yes,decreases,neutral,neutral,Others,
Coconut Water (plain),Lakshadweep,181,4.6,37.6,0.0,Yes,No,decreases,neutral,neutral,Others,
Gongura Pachadi (fermented (mild)),North Indian,113,1.6,31.1,2.8,Yes,No,decreases,increases,neutral,Others,
Aloo Tikki (steamed),Madhya Pradesh,207,4.9,47.1,0.0,Yes,No,neutral,decreases,neutral,Beverages,0.0
Machha Tarkari (with vegetables),Andhra/Telangana,136,5.9,32.2,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kodi Kura (mild) - 1809,Rajasthani,92,2.5,29.8,1.1,Yes,No,decreases,decreases,neutral,Others,
Watermelon (plain) - 1810,Andhra/Telangana,102,1.8,27.3,1.0,Yes,Yes,decreases,decreases,neutral,Others,
Sol Kadhi (steamed) - 1811,Gujarati,159,5.1,41.1,0.9,Yes,No,decreases,neutral,neutral,Beverages,0.0
Thekua (mild) - 1812,Chhattisgarh,115,4.1,37.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Chhena Jhili (mild) - 1813,Odia,75,2.8,35.4,0.5,Yes,No,decreases,neutral,neutral,Others,
Pulihora (with vegetables) - 1814,Ladakh,97,3.3,26.1,1.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Gatte ki Sabzi (steamed),Andhra/Telangana,111,7.7,28.1,4.3,Yes,No,decreases,neutral,neutral,Beverages,0.0
Dragonfruit (sprouted),Assamese,121,3.1,22.2,0.3,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Thukpa (mild) - 1817,Odia,90,1.0,31.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Watermelon (fermented (mild)) - 1818,South Indian,54,1.1,18.3,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Prawn Balchão (plain) - 1819,Tamil Nadu,183,17.3,4.1,8.1,No,No,neutral,neutral,neutral,Others,
Rajma Chawal (steamed),Madhya Pradesh,124,1.4,9.6,0.1,Yes,No,neutral,neutral,neutral,Beverages,0.0
Pappu Charu (mild) - 1821,North Indian,202,8.8,13.2,3.6,Yes,No,decreases,decreases,neutral,Others,
Bamboo Shoot Curry (with vegetables) - 1822,International,165,6.6,34.9,0.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sadya (mixed) (mild) - 1823,Northeast,117,3.2,13.0,0.3,Yes,No,neutral,neutral,neutral,Others,
Jolada Rotti (with vegetables) - 1824,Assamese,116,3.8,39.4,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Bajra Roti (with vegetables),International,132,7.8,40.2,3.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Thalipeeth (with vegetables) - 1826,Lakshadweep,124,4.4,22.6,1.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pomegranate (plain),International,32,1.8,22.3,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Xacuti (steamed) - 1828,International,125,0.2,28.3,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Santula (steamed) - 1829,International,77,3.7,24.8,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Litti Chokha (steamed),Ladakh,74,2.1,17.1,0.1,Yes,No,decreases,neutral,neutral,Beverages,0.0
Haak (plain) - 1831,International,140,6.8,34.1,2.2,Yes,No,neutral,decreases,neutral,Others,
Upma (plain) (with vegetables) - 1832,Rajasthani,106,3.7,30.4,2.1,Yes,No,decreases,decreases,neutral,Grains,0.5
Sabudana Khichdi (boiled),Chhattisgarh,137,1.2,34.4,0.1,Yes,No,decreases,decreases,neutral,Others,
Coconut Pudding (mild),International,84,0.2,34.6,4.9,Yes,No,neutral,neutral,neutral,Others,
Sarson ka Saag (thin),International,144,0.2,5.3,0.3,Yes,No,neutral,neutral,neutral,Others,
Gustaba (plain) - 1836,Chhattisgarh,149,0.7,24.0,0.4,Yes,No,decreases,decreases,neutral,Others,
Khicede (fermented (mild)),International,140,5.3,39.8,5.0,Yes,No,decreases,neutral,neutral,Others,
Kinema (with vegetables),Tamil Nadu,159,4.7,8.7,1.5,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Mirchi Bada (lightly spiced),International,135,6.1,21.1,0.0,Yes,No,neutral,increases,neutral,Others,
Fish Curry (light) (with jaggery (small)) - 1840,North Indian,276,18.3,6.2,0.9,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Plain Dosa (with vegetables) - 1841,Jammu & Kashmir,125,5.5,29.9,1.9,Yes,No,decreases,decreases,neutral,Grains,6.0
Pomegranate (thin) - 1842,Karnataka,51,3.2,19.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Rasam (mild) - 1843,Odia,228,7.2,21.7,0.0,Yes,No,decreases,neutral,neutral,Others,
Pineapple (with vegetables),Ladakh,104,1.2,21.6,0.3,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Bisi Bele Bath (with vegetables) - 1845,International,152,4.8,36.8,2.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Idli (lightly spiced),Lakshadweep,115,2.7,27.3,0.1,Yes,No,decreases,neutral,neutral,Grains,0.5
Upma (plain) (sprouted) - 1847,Ladakh,133,3.1,11.8,1.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Guava (mild) - 1848,International,37,1.2,5.4,0.4,Yes,Yes,decreases,decreases,neutral,Others,
Mangalore Buns (thin),Kerala,94,5.4,16.3,0.8,Yes,No,neutral,neutral,neutral,Others,
Buttermilk (light) (lightly spiced) - 1850,Ladakh,192,11.7,17.8,18.8,Yes,No,neutral,neutral,increases,Dairy Products,3.5
Chana Ghugni (mild) - 1851,Kerala,153,2.3,18.0,0.0,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Khaja (fermented (mild)) - 1852,International,124,2.6,6.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Naga Pork Curry (plain),Assamese,208,17.6,1.5,5.0,No,No,neutral,neutral,neutral,Vegetables,0.5
Avial (steamed) - 1854,Madhya Pradesh,81,1.4,22.7,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Tandoori Chicken (plain) - 1855,International,180,14.2,0.0,10.0,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Poita Bhat (with vegetables),Lakshadweep,100,7.7,14.3,4.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kakori Kebab (lightly spiced),Bengali,137,2.0,30.4,1.1,Yes,No,neutral,increases,neutral,Others,
Upma (plain) (plain),Tamil Nadu,100,1.7,35.9,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Masala Fish Curry (sprouted),Maharashtrian,149,23.7,0.6,4.3,No,No,neutral,increases,neutral,Non-Veg Protein,6.0
Gya Thuk (with vegetables) - 1860,Kerala,89,2.1,27.5,2.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Mawa Bati (mild) - 1861,Chhattisgarh,108,0.5,27.4,0.0,Yes,No,decreases,decreases,neutral,Others,
Thalipeeth (fermented (mild)) - 1862,International,196,0.2,34.1,0.6,Yes,No,decreases,decreases,neutral,Others,
Akki Rotti (mild) - 1863,Lakshadweep,79,0.3,34.9,0.4,Yes,No,decreases,neutral,neutral,Grains,2.0
Khaja (plain) - 1864,Tamil Nadu,155,5.8,19.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Masala Fish Curry (with vegetables),Ladakh,177,22.2,5.3,5.8,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Ragi Mudde (mild) - 1866,Andhra/Telangana,71,3.1,27.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Luchi (boiled),Tamil Nadu,95,4.6,12.9,0.0,Yes,No,decreases,neutral,neutral,Others,
Strawberry (with jaggery (small)) - 1868,Tamil Nadu,119,2.0,21.9,0.9,Yes,Yes,decreases,decreases,neutral,Others,
Kadala Curry (mild) - 1869,International,183,10.4,27.9,0.1,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Berry Mix (fermented (mild)),Bengali,140,2.5,18.8,0.4,Yes,Yes,decreases,decreases,neutral,Others,
Idli (thin) - 1871,Northeast,127,5.9,31.7,0.7,Yes,No,decreases,neutral,neutral,Grains,0.5
Bebinca (mild),Goan,145,7.7,31.4,0.9,Yes,No,decreases,neutral,increases,Others,
Phagshapa (with jaggery (small)),International,178,7.7,42.1,0.1,Yes,No,neutral,neutral,neutral,Others,
Kanika (mild) - 1874,Karnataka,138,3.4,31.5,1.9,Yes,No,decreases,neutral,neutral,Others,
Moong Dal (light) (mild),International,140,3.0,16.9,1.6,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Dohneiiong (with jaggery (small)),Andhra/Telangana,119,1.6,19.0,1.6,Yes,No,neutral,neutral,neutral,Others,
Bedmi Puri with Aloo Sabzi (thin),International,162,0.2,34.9,4.7,Yes,No,increases,neutral,neutral,Vegetables,0.5
Jolada Rotti (fermented (mild)),Odia,126,2.7,36.5,0.7,Yes,No,decreases,decreases,neutral,Others,
Brown Rice (plain) - 1879,Assamese,168,4.7,16.0,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Malabar Parotta (with vegetables) - 1880,International,68,3.5,44.1,1.1,Yes,No,increases,neutral,neutral,Vegetables,0.5
Watermelon (with vegetables) - 1881,Chhattisgarh,111,3.0,6.7,0.8,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Ada Pradhaman (lightly spiced),South Indian,228,7.4,21.4,3.6,Yes,No,decreases,increases,increases,Others,
